profession_name,user_id,lesson_id,lesson_name,lesson_datetime,next_lesson_datetime,delta_seconds,completion_flag
data-analyst,14651,546,lesson - 546,2020-03-18 07:23:18.0000000,2020-03-25 16:43:52.0000000,638434,NORMAL
data-scientist,11290,760,lesson - 760,2020-03-18 07:24:48.0000000,2020-04-05 09:27:16.0000000,1562548,NORMAL
software-engineer,13898,134,lesson - 134,2020-03-18 07:26:54.0000000,2020-03-25 10:36:55.0000000,616201,NORMAL
data-analyst,14855,227,lesson - 227,2020-03-18 07:29:47.0000000,2020-04-10 05:06:06.0000000,1978579,NORMAL
data-analyst,12657,219,lesson - 219,2020-03-18 07:36:50.0000000,2020-03-24 07:52:03.0000000,519313,NORMAL
data-analyst,10459,208,lesson - 208,2020-03-18 07:48:28.0000000,2020-03-21 03:14:05.0000000,242737,NORMAL
software-engineer,13597,266,lesson - 266,2020-03-18 07:49:13.0000000,2020-03-24 20:58:11.0000000,565738,NORMAL
software-engineer,13060,441,lesson - 441,2020-03-18 08:16:32.0000000,2020-03-30 21:26:45.0000000,1084213,NORMAL
software-engineer,14055,650,lesson - 650,2020-03-18 08:18:48.0000000,2020-04-19 17:36:45.0000000,2798277,NORMAL
software-engineer,12563,748,lesson - 748,2020-03-18 08:22:25.0000000,2020-03-26 19:05:52.0000000,729807,NORMAL
data-scientist,14287,198,lesson - 198,2020-03-18 08:24:09.0000000,2020-03-25 04:17:24.0000000,589995,NORMAL
data-scientist,12916,834,lesson - 834,2020-03-18 08:29:47.0000000,2020-03-20 16:47:01.0000000,202634,NORMAL
software-engineer,14025,748,lesson - 748,2020-03-18 08:29:53.0000000,2020-03-27 16:35:14.0000000,806721,NORMAL
data-scientist,14883,170,lesson - 170,2020-03-18 08:30:18.0000000,2020-03-20 17:01:22.0000000,203464,NORMAL
data-scientist,10346,540,lesson - 540,2020-03-18 08:30:53.0000000,2020-03-21 05:38:34.0000000,248861,NORMAL
software-engineer,14340,255,lesson - 255,2020-03-18 08:33:41.0000000,2020-04-02 01:16:41.0000000,1269780,NORMAL
software-engineer,11519,154,lesson - 154,2020-03-18 08:42:46.0000000,2020-03-20 06:02:53.0000000,163207,NORMAL
software-engineer,11636,461,lesson - 461,2020-03-18 08:47:53.0000000,2020-04-07 05:01:37.0000000,1714424,NORMAL
data-scientist,12329,388,lesson - 388,2020-03-18 08:50:23.0000000,2020-03-21 00:47:24.0000000,230221,NORMAL
software-engineer,14756,991,lesson - 991,2020-03-18 09:01:10.0000000,2020-03-20 11:39:20.0000000,182290,NORMAL
data-analyst,14530,3,lesson - 3,2020-03-18 09:02:50.0000000,2020-03-23 20:49:47.0000000,474417,NORMAL
data-scientist,12257,30,lesson - 30,2020-03-18 09:06:12.0000000,2020-04-15 14:18:53.0000000,2437961,NORMAL
software-engineer,13651,347,lesson - 347,2020-03-18 09:08:21.0000000,2020-03-30 01:52:22.0000000,1010641,NORMAL
data-analyst,14729,354,lesson - 354,2020-03-18 09:10:14.0000000,2020-04-16 13:38:29.0000000,2521695,NORMAL
software-engineer,10037,478,lesson - 478,2020-03-18 09:21:54.0000000,2020-03-21 04:20:37.0000000,241123,NORMAL
data-analyst,12403,437,lesson - 437,2020-03-18 09:27:05.0000000,2020-03-22 11:23:20.0000000,352575,NORMAL
data-analyst,12302,545,lesson - 545,2020-03-18 09:28:02.0000000,2020-04-04 17:56:42.0000000,1499320,NORMAL
data-scientist,10944,832,lesson - 832,2020-03-18 09:31:26.0000000,2020-03-19 04:31:58.0000000,68432,NORMAL
data-analyst,11967,923,lesson - 923,2020-03-18 09:32:06.0000000,2020-03-20 00:37:54.0000000,140748,NORMAL
data-scientist,12712,300,lesson - 300,2020-03-18 09:37:38.0000000,2020-04-08 07:13:39.0000000,1805761,NORMAL
software-engineer,12280,265,lesson - 265,2020-03-18 09:47:56.0000000,2020-04-02 20:06:37.0000000,1333121,NORMAL
software-engineer,14869,235,lesson - 235,2020-03-18 09:48:23.0000000,2020-03-19 12:39:35.0000000,96672,NORMAL
data-scientist,12009,173,lesson - 173,2020-03-18 09:50:11.0000000,2020-03-18 16:30:15.0000000,24004,NORMAL
data-scientist,13541,210,lesson - 210,2020-03-18 09:54:29.0000000,2020-03-19 09:44:29.0000000,85800,NORMAL
software-engineer,10459,405,lesson - 405,2020-03-18 10:03:11.0000000,2020-03-26 02:25:53.0000000,663762,NORMAL
data-analyst,10943,635,lesson - 635,2020-03-18 10:10:50.0000000,2020-04-05 03:35:25.0000000,1531475,NORMAL
software-engineer,11573,958,lesson - 958,2020-03-18 10:14:30.0000000,2020-03-22 23:00:53.0000000,391583,NORMAL
data-analyst,12565,402,lesson - 402,2020-03-18 10:14:47.0000000,2020-03-18 22:07:04.0000000,42737,NORMAL
software-engineer,14034,699,lesson - 699,2020-03-18 10:22:49.0000000,2020-03-22 04:07:09.0000000,323060,NORMAL
data-scientist,13104,80,lesson - 80,2020-03-18 10:33:28.0000000,2020-03-20 08:04:38.0000000,163870,NORMAL
data-analyst,13060,208,lesson - 208,2020-03-18 10:37:21.0000000,2020-03-27 16:35:38.0000000,799097,NORMAL
data-analyst,13034,331,lesson - 331,2020-03-18 10:40:47.0000000,2020-03-30 10:53:57.0000000,1037590,NORMAL
data-analyst,10265,713,lesson - 713,2020-03-18 10:41:02.0000000,2020-03-18 11:38:34.0000000,3452,NORMAL
software-engineer,11882,266,lesson - 266,2020-03-18 10:46:26.0000000,2020-03-24 05:27:46.0000000,499280,NORMAL
data-scientist,10727,780,lesson - 780,2020-03-18 10:47:36.0000000,2020-04-14 10:41:11.0000000,2332415,NORMAL
data-scientist,10926,493,lesson - 493,2020-03-18 10:51:43.0000000,2020-03-18 14:48:46.0000000,14223,NORMAL
software-engineer,11080,400,lesson - 400,2020-03-18 10:55:24.0000000,2020-03-28 13:34:53.0000000,873569,NORMAL
software-engineer,13969,272,lesson - 272,2020-03-18 11:04:00.0000000,2020-04-30 19:09:06.0000000,3744306,NORMAL
data-scientist,13658,113,lesson - 113,2020-03-18 11:04:55.0000000,2020-04-01 22:58:12.0000000,1252397,NORMAL
data-analyst,11657,504,lesson - 504,2020-03-18 11:09:11.0000000,2020-03-21 09:29:38.0000000,253227,NORMAL
data-analyst,11223,846,lesson - 846,2020-03-18 11:19:28.0000000,2020-03-20 18:49:44.0000000,199816,NORMAL
data-analyst,11738,66,lesson - 66,2020-03-18 11:22:57.0000000,2020-03-19 04:57:15.0000000,63258,NORMAL
software-engineer,14708,137,lesson - 137,2020-03-18 11:24:10.0000000,2020-04-16 22:00:50.0000000,2543800,NORMAL
data-scientist,14200,992,lesson - 992,2020-03-18 11:27:04.0000000,2020-03-23 13:38:01.0000000,439857,NORMAL
software-engineer,14194,400,lesson - 400,2020-03-18 11:27:08.0000000,2020-03-25 16:21:14.0000000,622446,NORMAL
data-analyst,10742,135,lesson - 135,2020-03-18 11:33:53.0000000,2020-03-28 18:22:34.0000000,888521,NORMAL
software-engineer,12899,266,lesson - 266,2020-03-18 11:36:32.0000000,2020-03-18 20:10:24.0000000,30832,NORMAL
data-analyst,10265,938,lesson - 938,2020-03-18 11:38:34.0000000,2020-03-31 07:08:57.0000000,1107023,NORMAL
software-engineer,10278,867,lesson - 867,2020-03-18 11:45:21.0000000,2020-04-19 09:14:52.0000000,2755771,NORMAL
data-analyst,10272,787,lesson - 787,2020-03-18 11:56:19.0000000,2020-03-21 02:56:26.0000000,226807,NORMAL
data-analyst,14692,2,lesson - 2,2020-03-18 12:14:12.0000000,2020-03-19 16:17:36.0000000,101004,NORMAL
data-scientist,11452,209,lesson - 209,2020-03-18 12:14:53.0000000,2020-03-30 23:56:17.0000000,1078884,NORMAL
data-scientist,11680,678,lesson - 678,2020-03-18 12:20:08.0000000,2020-03-27 01:54:38.0000000,740070,NORMAL
software-engineer,12031,740,lesson - 740,2020-03-18 12:24:28.0000000,2020-03-18 12:58:21.0000000,2033,NORMAL
data-analyst,13909,608,lesson - 608,2020-03-18 12:34:04.0000000,2020-03-21 22:58:10.0000000,296646,NORMAL
data-analyst,10324,465,lesson - 465,2020-03-18 12:38:42.0000000,2020-03-25 16:08:12.0000000,617370,NORMAL
software-engineer,13594,364,lesson - 364,2020-03-18 12:40:16.0000000,2020-03-23 04:20:23.0000000,402007,NORMAL
software-engineer,10424,461,lesson - 461,2020-03-18 12:42:08.0000000,2020-03-21 12:54:10.0000000,259922,NORMAL
software-engineer,11936,599,lesson - 599,2020-03-18 12:44:08.0000000,2020-03-18 13:06:51.0000000,1363,NORMAL
data-scientist,13123,61,lesson - 61,2020-03-18 12:48:26.0000000,2020-03-20 18:56:53.0000000,194907,NORMAL
software-engineer,11153,428,lesson - 428,2020-03-18 12:57:27.0000000,2020-03-19 16:00:06.0000000,97359,NORMAL
software-engineer,12031,967,lesson - 967,2020-03-18 12:58:21.0000000,2020-03-30 08:02:17.0000000,1019036,NORMAL
software-engineer,12779,212,lesson - 212,2020-03-18 13:03:49.0000000,2020-04-16 12:38:26.0000000,2504077,NORMAL
software-engineer,10944,304,lesson - 304,2020-03-18 13:05:50.0000000,2020-04-27 11:09:49.0000000,3449039,NORMAL
software-engineer,11936,107,lesson - 107,2020-03-18 13:06:51.0000000,2020-03-21 17:13:54.0000000,274023,NORMAL
data-analyst,14390,617,lesson - 617,2020-03-18 13:08:51.0000000,2020-03-26 11:27:57.0000000,685146,NORMAL
data-scientist,13032,295,lesson - 295,2020-03-18 13:21:07.0000000,2020-03-20 20:42:28.0000000,199281,NORMAL
data-scientist,11990,477,lesson - 477,2020-03-18 13:21:47.0000000,2020-03-18 21:00:22.0000000,27515,NORMAL
data-scientist,13799,387,lesson - 387,2020-03-18 13:28:12.0000000,2020-03-31 03:39:54.0000000,1087902,NORMAL
data-scientist,12690,769,lesson - 769,2020-03-18 13:33:44.0000000,2020-03-27 07:51:45.0000000,757081,NORMAL
data-scientist,12431,757,lesson - 757,2020-03-18 13:38:03.0000000,2020-04-01 16:56:06.0000000,1221483,NORMAL
data-analyst,12297,85,lesson - 85,2020-03-18 13:38:49.0000000,2020-04-28 21:25:49.0000000,3570420,NORMAL
software-engineer,11898,78,lesson - 78,2020-03-18 13:46:09.0000000,2020-03-18 16:51:48.0000000,11139,NORMAL
data-analyst,13061,914,lesson - 914,2020-03-18 13:46:55.0000000,2020-03-20 08:17:38.0000000,153043,NORMAL
software-engineer,10309,311,lesson - 311,2020-03-18 13:48:24.0000000,2020-03-22 09:02:03.0000000,328419,NORMAL
software-engineer,13416,458,lesson - 458,2020-03-18 13:48:45.0000000,2020-03-21 02:53:03.0000000,219858,NORMAL
data-scientist,10592,152,lesson - 152,2020-03-18 13:52:38.0000000,2020-03-22 12:06:50.0000000,339252,NORMAL
data-scientist,13341,664,lesson - 664,2020-03-18 13:54:50.0000000,2020-03-31 09:00:56.0000000,1105566,NORMAL
data-analyst,12779,989,lesson - 989,2020-03-18 14:07:14.0000000,2020-03-29 19:04:31.0000000,968237,NORMAL
data-analyst,11387,655,lesson - 655,2020-03-18 14:12:37.0000000,2020-03-21 23:30:18.0000000,292661,NORMAL
data-scientist,11725,772,lesson - 772,2020-03-18 14:19:22.0000000,2020-03-21 05:50:41.0000000,228679,NORMAL
data-analyst,11650,714,lesson - 714,2020-03-18 14:20:56.0000000,2020-04-15 11:57:54.0000000,2410618,NORMAL
data-scientist,13321,68,lesson - 68,2020-03-18 14:22:45.0000000,2020-04-18 09:06:21.0000000,2659416,NORMAL
data-scientist,13153,199,lesson - 199,2020-03-18 14:22:58.0000000,2020-04-01 07:56:48.0000000,1186430,NORMAL
data-scientist,10368,628,lesson - 628,2020-03-18 14:27:07.0000000,2020-03-22 07:26:13.0000000,320346,NORMAL
data-analyst,12635,63,lesson - 63,2020-03-18 14:40:48.0000000,2020-03-31 00:13:03.0000000,1071135,NORMAL
data-scientist,11728,628,lesson - 628,2020-03-18 14:41:49.0000000,2020-03-24 10:17:23.0000000,502534,NORMAL
data-scientist,10926,894,lesson - 894,2020-03-18 14:48:46.0000000,2020-03-25 11:52:15.0000000,594209,NORMAL
software-engineer,12073,452,lesson - 452,2020-03-18 14:49:06.0000000,2020-04-06 02:10:32.0000000,1596086,NORMAL
data-analyst,10060,174,lesson - 174,2020-03-18 15:04:16.0000000,2020-03-23 15:03:05.0000000,431929,NORMAL
software-engineer,10323,29,lesson - 29,2020-03-18 15:05:18.0000000,2020-03-21 15:59:56.0000000,262478,NORMAL
data-analyst,12930,262,lesson - 262,2020-03-18 15:12:25.0000000,2020-03-20 03:28:31.0000000,130566,NORMAL
software-engineer,14464,794,lesson - 794,2020-03-18 15:14:57.0000000,2020-04-15 08:20:48.0000000,2394351,NORMAL
software-engineer,11513,882,lesson - 882,2020-03-18 15:17:05.0000000,2020-03-22 20:06:33.0000000,362968,NORMAL
software-engineer,13482,302,lesson - 302,2020-03-18 15:18:04.0000000,2020-03-29 17:14:44.0000000,957400,NORMAL
data-scientist,13767,408,lesson - 408,2020-03-18 15:28:13.0000000,2020-03-28 10:51:03.0000000,847370,NORMAL
data-scientist,11877,942,lesson - 942,2020-03-18 15:30:33.0000000,2020-03-22 08:24:50.0000000,320057,NORMAL
software-engineer,13768,781,lesson - 781,2020-03-18 15:32:33.0000000,2020-03-24 23:26:34.0000000,546841,NORMAL
data-analyst,13562,123,lesson - 123,2020-03-18 15:46:18.0000000,2020-04-12 08:40:03.0000000,2134425,NORMAL
data-scientist,12204,772,lesson - 772,2020-03-18 15:46:23.0000000,2020-03-19 07:11:09.0000000,55486,NORMAL
data-analyst,13059,864,lesson - 864,2020-03-18 15:54:00.0000000,2020-04-13 07:46:08.0000000,2217128,NORMAL
data-analyst,14421,959,lesson - 959,2020-03-18 15:54:45.0000000,2020-05-18 23:34:36.0000000,5297991,NORMAL
software-engineer,13333,681,lesson - 681,2020-03-18 16:07:16.0000000,2020-03-19 01:52:13.0000000,35097,NORMAL
data-analyst,14681,373,lesson - 373,2020-03-18 16:18:38.0000000,2020-03-28 04:44:20.0000000,822342,NORMAL
software-engineer,12393,592,lesson - 592,2020-03-18 16:18:46.0000000,2020-03-19 08:13:47.0000000,57301,NORMAL
software-engineer,13547,338,lesson - 338,2020-03-18 16:28:13.0000000,2020-03-27 04:47:34.0000000,735561,NORMAL
data-scientist,11779,878,lesson - 878,2020-03-18 16:29:53.0000000,2020-03-22 11:20:08.0000000,327015,NORMAL
data-scientist,12009,108,lesson - 108,2020-03-18 16:30:15.0000000,2020-03-29 14:39:11.0000000,943736,NORMAL
data-analyst,10660,220,lesson - 220,2020-03-18 16:32:17.0000000,2020-04-03 03:36:44.0000000,1335867,NORMAL
data-scientist,11431,906,lesson - 906,2020-03-18 16:36:58.0000000,2020-03-21 08:45:14.0000000,230896,NORMAL
data-scientist,10611,763,lesson - 763,2020-03-18 16:42:26.0000000,2020-03-29 19:56:08.0000000,962022,NORMAL
software-engineer,11898,592,lesson - 592,2020-03-18 16:51:48.0000000,2020-03-20 22:12:35.0000000,192047,NORMAL
data-analyst,13728,175,lesson - 175,2020-03-18 17:04:23.0000000,2020-03-23 15:27:40.0000000,426197,NORMAL
data-scientist,12565,834,lesson - 834,2020-03-18 17:13:35.0000000,2020-03-29 18:51:11.0000000,956256,NORMAL
software-engineer,12286,55,lesson - 55,2020-03-18 17:18:44.0000000,2020-03-19 23:49:11.0000000,109827,NORMAL
software-engineer,12922,935,lesson - 935,2020-03-18 17:28:01.0000000,2020-04-07 05:16:02.0000000,1684081,NORMAL
data-analyst,14430,206,lesson - 206,2020-03-18 17:33:27.0000000,2020-03-26 14:52:28.0000000,681541,NORMAL
data-analyst,13404,975,lesson - 975,2020-03-18 17:33:53.0000000,2020-03-29 15:24:05.0000000,942612,NORMAL
data-analyst,13851,84,lesson - 84,2020-03-18 17:39:33.0000000,2020-03-23 00:36:20.0000000,370607,NORMAL
data-analyst,10401,621,lesson - 621,2020-03-18 17:45:48.0000000,2020-03-24 14:21:49.0000000,506161,NORMAL
software-engineer,14533,431,lesson - 431,2020-03-18 17:48:57.0000000,2020-03-19 04:45:01.0000000,39364,NORMAL
data-scientist,14545,812,lesson - 812,2020-03-18 17:50:00.0000000,2020-03-25 23:49:50.0000000,626390,NORMAL
data-scientist,11105,169,lesson - 169,2020-03-18 17:50:17.0000000,2020-03-20 05:14:30.0000000,127453,NORMAL
data-analyst,10430,175,lesson - 175,2020-03-18 17:53:57.0000000,2020-03-24 14:06:57.0000000,504780,NORMAL
software-engineer,14514,257,lesson - 257,2020-03-18 17:56:58.0000000,2020-05-01 00:41:27.0000000,3739469,NORMAL
software-engineer,14856,630,lesson - 630,2020-03-18 17:57:22.0000000,2020-03-26 03:39:39.0000000,639737,NORMAL
data-analyst,14397,224,lesson - 224,2020-03-18 17:57:34.0000000,2020-03-22 11:41:39.0000000,323045,NORMAL
software-engineer,11287,908,lesson - 908,2020-03-18 17:59:51.0000000,2020-03-20 09:17:25.0000000,141454,NORMAL
data-analyst,14885,177,lesson - 177,2020-03-18 18:02:45.0000000,2020-03-19 21:42:22.0000000,99577,NORMAL
software-engineer,13186,646,lesson - 646,2020-03-18 18:02:47.0000000,2020-03-24 11:30:07.0000000,494840,NORMAL
data-scientist,13898,132,lesson - 132,2020-03-18 18:19:24.0000000,2020-03-28 09:54:28.0000000,833704,NORMAL
data-scientist,11837,242,lesson - 242,2020-03-18 18:26:40.0000000,2020-03-28 22:19:47.0000000,877987,NORMAL
data-scientist,13807,682,lesson - 682,2020-03-18 18:34:56.0000000,2020-04-11 10:04:04.0000000,2042948,NORMAL
data-scientist,12302,558,lesson - 558,2020-03-18 18:36:33.0000000,2020-03-22 18:28:05.0000000,345092,NORMAL
data-analyst,12430,50,lesson - 50,2020-03-18 18:41:30.0000000,2020-03-19 18:43:06.0000000,86496,NORMAL
software-engineer,14642,371,lesson - 371,2020-03-18 18:51:42.0000000,2020-03-20 16:42:34.0000000,165052,NORMAL
data-analyst,14083,211,lesson - 211,2020-03-18 18:55:39.0000000,2020-03-29 10:55:04.0000000,921565,NORMAL
data-scientist,12286,48,lesson - 48,2020-03-18 18:58:42.0000000,2020-04-24 15:45:57.0000000,3185235,NORMAL
software-engineer,11449,137,lesson - 137,2020-03-18 18:58:56.0000000,2020-04-04 22:38:57.0000000,1482001,NORMAL
data-scientist,13810,660,lesson - 660,2020-03-18 19:09:11.0000000,2020-03-25 19:39:23.0000000,606612,NORMAL
data-analyst,12548,149,lesson - 149,2020-03-18 19:23:27.0000000,2020-03-23 12:30:30.0000000,407223,NORMAL
software-engineer,14592,507,lesson - 507,2020-03-18 19:25:13.0000000,2020-03-21 08:32:48.0000000,220055,NORMAL
data-analyst,10054,526,lesson - 526,2020-03-18 19:28:23.0000000,2020-03-22 00:17:26.0000000,276543,NORMAL
data-analyst,14833,256,lesson - 256,2020-03-18 19:31:56.0000000,2020-03-22 12:56:52.0000000,321896,NORMAL
data-scientist,11062,832,lesson - 832,2020-03-18 19:34:26.0000000,2020-03-30 08:12:49.0000000,995903,NORMAL
data-analyst,10244,988,lesson - 988,2020-03-18 19:43:07.0000000,2020-03-23 00:42:00.0000000,363533,NORMAL
data-analyst,11160,354,lesson - 354,2020-03-18 19:50:12.0000000,2020-03-28 14:21:48.0000000,844296,NORMAL
software-engineer,10031,761,lesson - 761,2020-03-18 19:55:48.0000000,2020-03-29 22:19:58.0000000,959050,NORMAL
data-scientist,10532,222,lesson - 222,2020-03-18 19:59:18.0000000,2020-03-24 10:50:21.0000000,485463,NORMAL
data-scientist,13982,15,lesson - 15,2020-03-18 19:59:53.0000000,2020-03-19 23:09:01.0000000,97748,NORMAL
data-scientist,11538,161,lesson - 161,2020-03-18 20:04:43.0000000,2020-03-28 05:04:25.0000000,809982,NORMAL
software-engineer,12155,35,lesson - 35,2020-03-18 20:05:49.0000000,2020-05-07 15:00:28.0000000,4301679,NORMAL
software-engineer,12899,590,lesson - 590,2020-03-18 20:10:24.0000000,2020-03-20 07:11:29.0000000,126065,NORMAL
software-engineer,10852,945,lesson - 945,2020-03-18 20:18:28.0000000,2020-03-31 07:07:27.0000000,1075739,NORMAL
data-scientist,11565,18,lesson - 18,2020-03-18 20:23:28.0000000,2020-04-02 21:35:02.0000000,1300294,NORMAL
software-engineer,14088,765,lesson - 765,2020-03-18 20:26:04.0000000,2020-04-11 12:15:11.0000000,2044147,NORMAL
software-engineer,12953,652,lesson - 652,2020-03-18 20:34:41.0000000,2020-03-28 11:27:15.0000000,831154,NORMAL
data-scientist,13057,733,lesson - 733,2020-03-18 20:34:46.0000000,2020-03-29 18:06:51.0000000,941525,NORMAL
data-scientist,12020,337,lesson - 337,2020-03-18 20:38:41.0000000,2020-03-23 21:45:29.0000000,436008,NORMAL
data-analyst,13658,565,lesson - 565,2020-03-18 20:39:21.0000000,2020-03-27 01:20:53.0000000,708092,NORMAL
data-analyst,11796,9,lesson - 9,2020-03-18 20:39:26.0000000,2020-04-08 13:42:49.0000000,1789403,NORMAL
data-analyst,11119,572,lesson - 572,2020-03-18 20:42:57.0000000,2020-05-03 01:12:15.0000000,3904158,NORMAL
data-analyst,14481,95,lesson - 95,2020-03-18 20:46:40.0000000,2020-03-31 21:59:03.0000000,1127543,NORMAL
software-engineer,13404,275,lesson - 275,2020-03-18 20:51:09.0000000,2020-03-20 11:47:25.0000000,140176,NORMAL
data-scientist,11760,480,lesson - 480,2020-03-18 20:51:59.0000000,2020-03-22 21:31:31.0000000,347972,NORMAL
data-scientist,11990,496,lesson - 496,2020-03-18 21:00:22.0000000,2020-04-11 09:10:10.0000000,2030988,NORMAL
software-engineer,10253,40,lesson - 40,2020-03-18 21:01:52.0000000,2020-03-25 00:14:57.0000000,529985,NORMAL
software-engineer,12796,171,lesson - 171,2020-03-18 21:13:58.0000000,2020-03-30 14:44:15.0000000,1013417,NORMAL
software-engineer,11512,390,lesson - 390,2020-03-18 21:14:20.0000000,2020-03-25 10:46:43.0000000,567143,NORMAL
data-scientist,14230,457,lesson - 457,2020-03-18 21:17:00.0000000,2020-03-23 17:06:05.0000000,416945,NORMAL
software-engineer,12431,908,lesson - 908,2020-03-18 21:30:27.0000000,2020-04-05 05:41:10.0000000,1498243,NORMAL
data-scientist,13654,145,lesson - 145,2020-03-18 21:36:06.0000000,2020-03-29 09:30:36.0000000,906870,NORMAL
data-analyst,11490,329,lesson - 329,2020-03-18 21:54:02.0000000,2020-03-21 10:57:04.0000000,219782,NORMAL
data-scientist,13551,859,lesson - 859,2020-03-18 21:55:04.0000000,2020-03-26 06:59:41.0000000,637477,NORMAL
data-scientist,13455,727,lesson - 727,2020-03-18 22:01:52.0000000,2020-04-02 04:51:20.0000000,1234168,NORMAL
